datetime,MA 5/20 (QQQ),TopkDropout,SoftTopk,LightGBM rotation,QQQ buy and hold
2019-03-21,1.1357761925135188,1.0270193509394625,1.1690349107225066,1.1702158077160711,1.178783201909585
2019-03-22,1.111907087678567,1.0218164114611588,1.1446576114028881,1.145565501070214,1.1528921106152676
2019-03-25,1.1098833000304225,1.0225371172515623,1.142591960910873,1.1434754777342815,1.15069685418144
2019-03-26,1.1148237869310968,1.0290868542492715,1.1476436113846276,1.1485776597358093,1.156055821247526
2019-03-27,1.1079784946019653,1.0203674682408035,1.1406491714511555,1.1415083307366527,1.1486306854484656
2019-03-28,1.1104189924973806,1.0219029744442443,1.143142397521863,1.1440287026528404,1.1512779038000414
2019-03-29,1.1184547428062372,1.020770092772967,1.1513554328032907,1.1523274516261495,1.1599943453059796
2019-04-01,1.1326213471693714,1.029784363152249,1.165826293195473,1.1669577087764065,1.175360943867043
2019-04-02,1.136728504401626,1.0314364183855187,1.1700195851591741,1.1670669579411947,1.1798160068013457
2019-04-03,1.1429785223278344,1.0359791711824469,1.1764000539127615,1.1670669579411947,1.1865955190846527
2019-04-04,1.1425619029066854,1.0343525668890368,1.1759749041234269,1.1670669579411947,1.186143576082491
2019-04-05,1.1482166464299703,1.0362036735643836,1.1817448393165535,1.1670669579411947,1.1922773377491325
2019-04-08,1.151014272636691,1.0393307315308093,1.1845992882843108,1.1670669579411947,1.195311966788692
2019-04-09,1.1471451706699327,1.0349816682770303,1.1806516007452712,1.1670669579411947,1.191115141360942
2019-04-10,1.1530380602848356,1.0379905558403597,1.186664181210081,1.1670669579411947,1.1975071947646352
2019-04-11,1.1504189982337674,1.0386517444047527,1.1839930257566071,1.1670669579411947,1.1946662477704484
2019-04-12,1.1551809209787893,1.0375588181008664,1.1888501049428608,1.1670669579411947,1.1998315088173808
2019-04-15,1.1553594851344418,1.036625215154954,1.1890322373062507,1.1670669579411947,1.200025172874986
2019-04-16,1.1591690051652346,1.0354292860669791,1.192917738945061,1.1670669579411947,1.2041574350028226
2019-04-17,1.1630380163058713,1.0410371847252247,1.1968646369752882,1.1670669579411947,1.2083541678540586
2019-04-18,1.1644666203772145,1.0396788608003042,1.1983205989878838,1.1670669579411947,1.2099038259305563
2019-04-22,1.1676213748952404,1.0343685274838925,1.2015379774812711,1.1670669579411947,1.2133258690364004
2019-04-23,1.1818475611943398,1.0433480077038855,1.216037621569899,1.1670669579411947,1.228757190933401
2019-04-24,1.178276187255165,1.0431891024375475,1.2123994820804034,1.1670669579411947,1.2248832536331222
2019-04-25,1.1828594550184122,1.0388277053573551,1.2170687661256214,1.1670669579411947,1.229854710177098
2019-04-26,1.1838713488424844,1.0362860535118321,1.2180996589401072,1.1670669579411947,1.2309523800425983
2019-04-29,1.1860737914724035,1.0372122283611893,1.2203432203712337,1.1670669579411947,1.2333413228501646
2019-04-30,1.1772642026049709,1.028281556102218,1.2113689066713433,1.1670669579411947,1.2237854582051622
2019-05-01,1.1736332467298305,1.017831940910644,1.2076738335737192,1.1670669579411947,1.2198469577989963
2019-05-02,1.1687523417651218,1.0165576426551712,1.2026988967433032,1.1670669579411947,1.2145526124154065
2019-05-03,1.1866094839393615,1.0229238748618346,1.2208950341027913,1.1670669579411947,1.2339223669198673
2019-05-06,1.1796452093905427,1.0012994731945668,1.2138128003981852,1.1670669579411947,1.2263681556519743
2019-05-07,1.1576214188742049,0.9920951785760505,1.1913589614889166,1.1670669579411947,1.2024787355285338
2019-05-08,1.1548237926674843,0.9880666944659351,1.188507089449057,1.1670669579411947,1.1994440872494463
2019-05-09,1.1488714119427377,0.9925955144300129,1.1824392274569329,1.1670669579411947,1.1929874621211967
2019-05-10,1.1438469260472695,0.9882822940717326,1.1838354558688984,1.1670669579411947,1.1944724731122298
2019-05-13,1.1438469260472695,0.978438569139631,1.1448258092597932,1.1670669579411947,1.153021031410994
2019-05-14,1.1438469260472695,0.98239881534176,1.1567455270629088,1.1670669579411947,1.165675990772664
2019-05-15,1.1438469260472695,1.000927224552343,1.17225483244009,1.1670669579411947,1.18214031815746
2019-05-16,1.1438469260472695,1.0003903710947482,1.1834344336722533,1.1670669579411947,1.1940204745840837
2019-05-17,1.1438469260472695,0.9991285069024035,1.171950398549385,1.1670669579411947,1.1818175246635436
2019-05-20,1.1438469260472695,0.9849561069752361,1.153172112920024,1.1670669579411947,1.1618666419650772
2019-05-21,1.1438469260472695,0.9857216959346002,1.1646017671539104,1.1670669579411947,1.1740051076837255
2019-05-22,1.1438469260472695,0.9795825497825511,1.1596785057340622,1.1670669579411947,1.168775299607525
2019-05-23,1.1438469260472695,0.9750634886392193,1.1428340026500265,1.1670669579411947,1.1508904881395412
2019-05-24,1.1438469260472695,0.9791241351010425,1.142286550399721,1.1670669579411947,1.150309390934556
2019-05-28,1.1438469260472695,0.9721025379178605,1.1382096001435453,1.1670669579411947,1.1459834961971793
2019-05-29,1.1438469260472695,0.9654571629349197,1.1293247830782562,1.1670669579411947,1.1365567984447225
2019-05-30,1.1438469260472695,0.9659430589753265,1.1338294525381956,1.1670669579411947,1.1413347872954536
2019-05-31,1.1438469260472695,0.9542265266137587,1.1166606103210375,1.1670669579411947,1.1231271364861368
2019-06-03,1.1438469260472695,0.935762415717959,1.093325675310118,1.1670669579411947,1.0983983067468222
2019-06-04,1.1438469260472695,0.9448441518391355,1.1225182759238683,1.1670669579411947,1.1293255104094642
2019-06-05,1.1438469260472695,0.942065768758261,1.1304444726606133,1.1670669579411947,1.1377191779789833
2019-06-06,1.1438469260472695,0.9426934384310521,1.138967079646204,1.1670669579411947,1.1467584259416896
2019-06-07,1.1438469260472695,0.9542361746078146,1.1598382637637692,1.1670669579411947,1.1689045156150364
2019-06-10,1.1438469260472695,0.9593908371723722,1.1726681633985472,1.1670669579411947,1.1825279268750035
2019-06-11,1.1438469260472695,0.9503038905992831,1.174193224729138,1.1670669579411947,1.184142014070724
2019-06-12,1.1394331860000626,0.9469406051501421,1.1677533853384232,1.1670669579411947,1.1772980479038466
2019-06-13,1.1458497468257163,0.9476131732163277,1.1743157043680084,1.1670669579411947,1.1842712228105952
2019-06-14,1.1412155791165688,0.9420982745013353,1.16957624522786,1.1670669579411947,1.1792350466856265
2019-06-17,1.1477509903249972,0.9446260646891574,1.1762603264108737,1.1670669579411947,1.1863373564208888
2019-06-18,1.1636141168149685,0.9543274731258771,1.1924804479064735,1.1670669579411947,1.2035764682107106
2019-06-19,1.1677729736492957,0.9556065055493891,1.1967297354148079,1.1670669579411947,1.2080960093251167
2019-06-20,1.1781107812000062,0.9673618533529874,1.2072954989216613,1.1670669579411947,1.2193305742960205
2019-06-21,1.1764472384662752,0.9661505551837946,1.205596690684389,1.1670669579411947,1.2175227148731214
2019-06-24,1.1740113042289266,0.9650371294810917,1.2031090272230027,1.1670669579411947,1.2148755060875194
2019-06-25,1.1548210016152134,0.949005522315909,1.1835079889703972,1.1670669579411947,1.1940205686306897
2019-06-26,1.1599304801991814,0.9540950676774735,1.1887251819168232,1.1670669579411947,1.1995731874182505
2019-06-27,1.164148807553036,0.9533830864905117,1.1930356427590088,1.1670669579411947,1.2041574899917233
2019-06-28,1.1655747401774967,0.954661769319389,1.194492582324694,1.1670669579411947,1.2057070772539318
2019-07-01,1.1805466247810752,0.9487035796614435,1.2097915810592015,1.1670669579411947,1.2219776249839274
2019-07-02,1.1850025622442002,0.9475160828055055,1.214341159054687,1.1670669579411947,1.226820023175584
2019-07-03,1.1934985968151575,0.9511050521549701,1.2230139886779021,1.1670669579411947,1.236052973589183
2019-07-05,1.1911815129605836,0.9440163587638113,1.2206488426274533,1.1670669579411947,1.2335349265823776
2019-07-08,1.183220259783974,0.9426471058137634,1.2125221697211592,1.165374180204634,1.224883088553009
2019-07-09,1.1888644291060095,0.9375026458276294,1.2182859646697761,1.1709232796175424,1.2310168432714137
2019-07-10,1.200152767750081,0.9400478208233101,1.2298076127482884,1.182021478443359,1.2432842961090327
2019-07-11,1.1993209963832157,0.9404989315757997,1.2289592304013996,1.1812037173628174,1.2423803569904126
2019-07-12,1.2059157874548918,0.9437798910268296,1.2356864761065598,1.1876874263332797,1.2495472227987952
2019-07-15,1.209599333414399,0.9449673721096922,1.239443293869515,1.1891828664223476,1.253550310327202
2019-07-16,1.2036580834635657,0.940551138349006,1.2333846695654247,1.1891828664223476,1.2470936791127851
2019-07-17,1.19801391414153,0.9396569378602592,1.2276278780658407,1.1891828664223476,1.2409599036274468
2019-07-18,1.1993209963832157,0.9440375457859018,1.2289637492441412,1.1947267449165038,1.242380365400679
2019-07-19,1.1909438121950333,0.9492933860818739,1.220425468420379,1.1863995211063074,1.2332765307869986
2019-07-22,1.1999745375040585,0.9535262731306439,1.2296381149493334,1.1953763884077022,1.2430905716309808
2019-07-23,1.207460479805848,0.9575606802048432,1.2372756896347785,1.2028176855759267,1.251225793374731
2019-07-24,1.2155405833652324,0.9665464919819414,1.2455167511610667,1.2108496005054654,1.2600067094046574
2019-07-25,1.2045493253499584,0.962520052366516,1.2343084894627314,1.2058032072638158,1.2480620716830437
2019-07-26,1.2163723547320975,0.9651780351185615,1.2463631483617952,1.2091330123098385,1.2609106149036204
2019-07-29,1.2123917281437928,0.9634148538226717,1.2423048239113157,1.2051876483621569,1.2565847032575381
2019-07-30,1.2074010999426001,0.9655799342131096,1.2372185822257968,1.2002412299668423,1.251161168653687
2019-07-31,1.191478593589381,0.967123448462633,1.2209847683773725,1.184459774176116,1.2338575274558439
2019-08-01,1.1858343336110655,0.9600613335567356,1.2152227413075212,1.1788655142434674,1.227723693736356
2019-08-02,1.1691989062737558,0.952292330297886,1.1982401097807496,1.162377452925752,1.2096452798107986
2019-08-05,1.1448193232539965,0.9380712530644549,1.1580483868881148,1.1233947340449368,1.1669024586113055
2019-08-06,1.1448193232539965,0.9454080952918309,1.1734225174420603,1.1382929329269267,1.1832376307536592
2019-08-07,1.1448193232539965,0.9592749292868016,1.179445403214415,1.144122698084173,1.1896297258083885
2019-08-08,1.1448193232539965,0.962470320629094,1.2038036330615878,1.1677360279274118,1.2155207329231699
2019-08-09,1.1448193232539965,0.9573102583418717,1.1930566622044778,1.1573132369915404,1.20409257977493
2019-08-12,1.1448193232539965,0.9507935406549561,1.1800636170013326,1.1447115959254606,1.1902754418450823
2019-08-13,1.1448193232539965,0.9704867546800189,1.204607474238554,1.1685015771504468,1.2163601374050121
2019-08-14,1.1448193232539965,0.9547188780179472,1.1704085956663404,1.1495675543469566,1.1800094394624765
2019-08-15,1.1448193232539965,0.9515816243053579,1.1691307849295047,1.1495675543469566,1.1786536101064904
2019-08-16,1.1448193232539965,0.9588959393858056,1.1869340598191505,1.1495675543469566,1.1975713998118547
2019-08-19,1.1448193232539965,0.9592921034413988,1.204852848117091,1.1495675543469566,1.216618371731403
2019-08-20,1.1448193232539965,0.9561067472546172,1.1959930437048107,1.1495675543469566,1.20719178558049
2019-08-21,1.1448193232539965,0.9552947817167434,1.2060663973102907,1.148591293861119,1.2179098009897764
2019-08-22,1.1448193232539965,0.9560701721026216,1.2023652688325897,1.1450592697789035,1.213971263377058
2019-08-23,1.1448193232539965,0.9324479527204999,1.166249916573229,1.1106076116105832,1.1755544915457123
2019-08-26,1.1448193232539965,0.941620366308839,1.1829457981393028,1.1265306550653988,1.1933101317172192
2019-08-27,1.1448193232539965,0.9326508541088459,1.1805822062850497,1.1242723931762773,1.1907919575515342
2019-08-28,1.1448193232539965,0.9288834123447074,1.184593509384351,1.12809394480977,1.1950534005186746
2019-08-29,1.1448193232539965,0.9304967931704465,1.2017822271730194,1.1444802146763486,1.2133256507184604
2019-08-30,1.1448193232539965,0.9343632724363876,1.1990535121664996,1.1418746434176597,1.2104202009693712
2019-09-03,1.140402738210512,0.9307586033236285,1.1880078121236801,1.1313364413407077,1.1986690962870752
2019-09-04,1.156054755219239,0.9383974827079484,1.2042769080989573,1.1468542169048583,1.215972805422605
2019-09-05,1.1762037294880785,0.9439201637430238,1.2252085991991413,1.166830381023346,1.2382480793428186
2019-09-06,1.1750940605926143,0.9445190110088149,1.2240569531710515,1.165730229339334,1.23702128703265
2019-09-09,1.1727579812137432,0.9389529367991812,1.221632766450951,1.1634141856319227,1.2344386687591002
2019-09-10,1.1695458052310086,0.9332562824743017,1.2183000251937433,1.1563492251508931,1.2308874867328934
2019-09-11,1.179999880757673,0.9390075013941022,1.2291539967360774,1.1563492251508931,1.2424447822943299
2019-09-12,1.1846721286311312,0.9435862132550623,1.2340055513041714,1.1563492251508931,1.2476101520174727
2019-09-13,1.18064231595422,0.9407850117496407,1.2298238224731108,1.1529163992524392,1.243155043124116
2019-09-16,1.175619665085503,0.9341355249979693,1.2246122744357688,1.1480201152286966,1.2376023751804839
2019-09-17,1.1809928080651952,0.9374144708514167,1.2301897179548,1.1532580731948,1.2435425245392204
2019-09-18,1.1805255743662777,0.9346729818826134,1.229704203809902,1.152802594811938,1.2430259759143762
2019-09-19,1.1823944200462313,0.9336929416461348,1.2316436845627192,1.1546244214697667,1.2450920530492446
2019-09-20,1.1704802726288435,0.9340469676143303,1.2192801453495778,1.1430100267644525,1.231920607758963
2019-09-23,1.1687281685368323,0.9338122165268377,1.2174617073173777,1.141302004547125,1.2299835721010397
2019-09-24,1.153952248131969,0.9369755614974989,1.2021223617628933,1.1268978373243883,1.2136483952983035
2019-09-25,1.1662752584543032,0.9469880565674809,1.21492875287311,1.1389108081923136,1.227271869836018
2019-09-26,1.162187074983421,0.9449031462078702,1.210681227949343,1.134925480934295,1.2227522288849915
2019-09-27,1.163123044426649,0.931231156878825,1.1964245281295611,1.1215460749177837,1.207579130974879
2019-09-30,1.163123044426649,0.9339383932907667,1.2072252243530504,1.1248038351847935,1.2190718944346222
2019-10-01,1.163123044426649,0.9226102827116948,1.1978844135552285,1.1111606416762356,1.209128778840567
2019-10-02,1.163123044426649,0.9157932517021732,1.1783379456181633,1.0930035111420444,1.188338474628233
2019-10-03,1.163123044426649,0.9245674081287285,1.1906094634391218,1.1043940289526832,1.2013809182234128
2019-10-04,1.163123044426649,0.9284577443654273,1.2072461799243284,1.1198444455637342,1.2190719321181358
2019-10-07,1.163123044426649,0.9274351668386501,1.20378582000922,1.1166303410879599,1.2153917294422019
2019-10-08,1.163123044426649,0.9210305270082884,1.1866693322810085,1.10072871944757,1.1971840526444217
2019-10-09,1.163123044426649,0.9212785300348638,1.1976566487574465,1.110935039161566,1.2088704508328747
2019-10-10,1.163123044426649,0.9206361724628567,1.2064586359670777,1.1191113664542816,1.2182324652264853
2019-10-11,1.163123044426649,0.9210448472055154,1.2212068715635869,1.1328138368084633,1.2339220982199062
2019-10-14,1.163123044426649,0.9189327243491796,1.2210855559224374,1.1327010355511287,1.2337929488303725
2019-10-15,1.163123044426649,0.9264398748808327,1.2358203212982317,1.1464035059053104,1.2494825160414678
2019-10-16,1.1630493227223948,0.9225555982683709,1.2329090415369788,1.1436967919821703,1.2463832405177417
2019-10-17,1.165971358934847,0.9187457371771427,1.236001829984413,1.1465726647702381,1.2496762292662436
2019-10-18,1.1553147215428743,0.9162942390050108,1.2247294569030027,1.1360843849339797,1.2376669185980054
2019-10-21,1.1650546382633604,0.9184953161288445,1.2350328977547362,1.145670426795858,1.2486431130681939
2019-10-22,1.1562314422143614,0.921051260536762,1.2257022580736907,1.1369866229083596,1.2387000169512459
2019-10-23,1.1583512822717914,0.9236495417947361,1.2279465029065848,1.1337078557786446,1.2410889340247622
2019-10-24,1.1690651819219964,0.9290258758195529,1.2392832030758807,1.1354125433300246,1.2531627829551084
2019-10-25,1.177945727652523,0.9397988396924448,1.24867711806627,1.1440358613527803,1.2631704776754895
2019-10-28,1.1890034631220066,0.943059889342255,1.2603681393249664,1.154773306151594,1.275631711971997
2019-10-29,1.1802374419079447,0.9367132666682685,1.251103823490855,1.146261195407855,1.2657530497328053
2019-10-30,1.1856804162553383,0.9375471490418558,1.2568562427480177,1.151546512347999,1.2718868596837158
2019-10-31,1.1861960388493138,0.9344924900829529,1.2574017848599515,1.1536185083737378,1.2724678703169827
2019-11-01,1.1964515781637755,0.9374322092081653,1.2682379372133346,1.1536185083737378,1.2840251307157822
2019-11-04,1.2034987699746234,0.9361412929893588,1.2756836721660394,1.1536185083737378,1.2919668964869397
2019-11-05,1.2041290045083588,0.9363621647999039,1.2763491572625303,1.1536185083737378,1.2926770571428794
2019-11-06,1.2015507166918902,0.9344940189706996,1.2736266594867338,1.1513169121688422,1.2897715183559402
2019-11-07,1.2053893861525342,0.9380491705450599,1.2776801614168471,1.1549886602913826,1.294097505628258
2019-11-08,1.2099729020866732,0.9423248145250748,1.2825202008792613,1.1593728658600968,1.2992628759472609
2019-11-11,1.208426034304746,0.9368898352417383,1.2808868129894966,1.1578932623327964,1.2975196542269485
2019-11-12,1.2117489937481192,0.9378140804585781,1.2843944395280515,1.161071725657804,1.3012643697779476
2019-11-13,1.2120354798858708,0.9338276751073471,1.2846973883792014,1.1613457541849297,1.3015871803269095
2019-11-14,1.2111187592143842,0.9355909080236976,1.2837295496027925,1.1560802090695717,1.3005541165043282
2019-11-15,1.2195982942906944,0.9400849038715436,1.2926805637261864,1.1560802090695717,1.3101098917856078
2019-11-18,1.2205150149621813,0.9413078631733365,1.293647933512718,1.1560802090695717,1.3111430044229084
2019-11-19,1.2222337569421005,0.9438036267670493,1.295462156645902,1.1560802090695717,1.3130798793026033
2019-11-20,1.2152439148127798,0.9398569961775023,1.28808676276151,1.1560802090695717,1.3052028319752988
2019-11-21,1.2126657144196062,0.9379919340310241,1.2853656939500129,1.1560802090695717,1.3022973791179369
2019-11-22,1.2134105608931014,0.9354702787918588,1.2861518204532079,1.152972255141261,1.303136793944436
2019-11-25,1.2271037590139908,0.9384110383237928,1.300602224194677,1.1659538549630937,1.318568089986219
2019-11-26,1.2293382110111806,0.9386537911573736,1.3029587693416123,1.1680721885614633,1.3210862027412293
2019-11-27,1.2375311725264444,0.9400710091806829,1.311599123403893,1.1758393841287704,1.3303191196695336
2019-11-29,1.232145635283873,0.9373528799780422,1.305919707098166,1.1707337186230637,1.3242500182513064
2019-12-02,1.2201139168846702,0.9365050243213667,1.2932314395058095,1.1593272559363699,1.3106910945070316
2019-12-03,1.2110042346979195,0.9409478103433649,1.2836324730305344,1.1506909791799511,1.3004251490333674
2019-12-04,1.2168481322762341,0.9446252604214536,1.2898026700931207,1.1562311852802138,1.3070108258442563
2019-12-05,1.219139933954951,0.9423143347117231,1.292221713703075,1.1584038882529928,1.3095934964672242
2019-12-06,1.23157266300837,0.9479495439219046,1.3053383611238105,1.1701905221598332,1.3236042570050808
2019-12-09,1.226244388024031,0.9445845098793229,1.2997178617029728,1.1670693693199632,1.3175996348076366
2019-12-10,1.2252703176710171,0.9441260299413682,1.2986900086888948,1.1644944339311298,1.3165019502993305
2019-12-11,1.2314580510686104,0.9459502192875167,1.3052175059580717,1.1703592290223799,1.3234750755968412
2019-12-12,1.2402239848593772,0.9441298643531907,1.3144628705918489,1.1786676680198174,1.3333537191552742
2019-12-13,1.2441200040015485,0.9466659698012933,1.3185692322806222,1.1823603536079377,1.3377441849429839
2019-12-16,1.2560371104609918,0.9516696664628026,1.3311298475819684,1.193655505317678,1.3511739206978062
2019-12-17,1.2567246072529592,0.9501184130862306,1.33185421545609,1.1939837650556113,1.3519486793417381
2019-12-18,1.2576413279244458,0.9499908638718652,1.3328200219430315,1.192741208603399,1.352981745976224
2019-12-19,1.2651467926477422,0.9543404261483396,1.340727366833065,1.1998314885787367,1.3614398496020863
2019-12-20,1.2700167947196328,0.9577333354738469,1.3458578914210078,1.2044320935303527,1.366928060513139
2019-12-23,1.2705896795718408,0.9560080497091167,1.3464610606168919,1.2049732877329153,1.3675736704851098
2019-12-24,1.271219914105576,0.9559136421364465,1.347124611163684,1.2055686591668042,1.3682839812401604
2019-12-26,1.281933813755781,0.9615513613867263,1.358404878414407,1.2156898909556686,1.3803578696444534
2019-12-27,1.2809025685678297,0.9638422351338223,1.357321914738186,1.2147156918387105,1.37919572481013
2019-12-30,1.2728814812505576,0.9573941142301023,1.348879343091549,1.2071383123048942,1.370156547850559
2019-12-31,1.2751731955059795,0.9535705225735827,1.3512939679394396,1.2093032542896296,1.372739207015776
2020-01-02,1.2955124873602057,0.9601010988874603,1.3727042055415346,1.2285174241063164,1.3956602282995312
2020-01-03,1.2841682657529705,0.9471156580870493,1.360766750730723,1.217800738296321,1.3828760886326987
2020-01-06,1.292074828553778,0.9591724300771826,1.3690913626977697,1.2252699285419706,1.39178615687221
2020-01-07,1.2919029543557858,0.9585981158117187,1.3689100191889492,1.2251075620224776,1.3915924524652157
2020-01-08,1.3011845107405282,0.9646600554358378,1.3786743113836633,1.2338756844240717,1.4020521958830554
2020-01-09,1.3117266236160365,0.9712991374655418,1.38976340805188,1.2438346322806857,1.4139325069114839
2020-01-10,1.308518101265833,0.9644164538180682,1.3863919181231052,1.2408035978799163,1.41031668887132
2020-01-13,1.3229561458602173,0.9672733376182087,1.4015661157569865,1.2544429636280292,1.4265874502219846
2020-01-14,1.3179716192718622,0.9631921099180406,1.3963284965036622,1.249734169388246,1.4209702015944938
2020-01-15,1.318487241865838,0.9627751599334629,1.3968699888490512,1.2502212689467251,1.4215512190638369
2020-01-16,1.3305762225232733,0.9660354126889864,1.4095720861989491,1.2616415154787763,1.4351746170820752
2020-01-17,1.336878567860626,0.9692460439246332,1.416192672328798,1.267595229817663,1.4422769162810518
2020-01-21,1.336305595585123,0.9704747102256351,1.4155912648669098,1.2670539530278577,1.4416312226261456
2020-01-22,1.3396859047100236,0.9742180082229269,1.4191425451780801,1.2702472713608775,1.4454405790391205
2020-01-23,1.3438110603084195,0.9768085132231662,1.423473717799027,1.2741442330031951,1.450089329032194
2020-01-24,1.3329825487184548,0.9802185152149979,1.412109476253196,1.2639147293389212,1.4378863323008686
2020-01-27,1.3066274850879218,0.981126911868507,1.3844488832391126,1.2390175661654934,1.4081859670403547
2020-01-28,1.3258208323911422,0.9867754762628603,1.4046247124659281,1.2571491824025698,1.429815532455882
2020-01-29,1.32788341019034,0.9821755400964777,1.4067949847958239,1.2590976632237285,1.4321399222016062
2020-01-30,1.3324096638662468,0.9752278125301875,1.4115547923616436,1.2633735351363589,1.4372406545824277
