strategy,total_return,annualized_return,annualized_volatility,sharpe_ratio,max_drawdown,mean_daily_turnover,final_value_of_1
multihorizon_stacked,1.944833870020339,0.24096857532575755,0.4853592981917111,0.6864528435377035,-0.5352359692156023,0.06925065434713094,2.944833870020339
BTC buy and hold,2.0182044559963184,0.2470882426552654,0.5876910740511884,0.6691194896937476,-0.7667058576168633,0.0,3.0182044559963184
multihorizon_regime_gated,0.7691308266487091,0.12079156314459016,0.44198373299790356,0.47827323008300493,-0.5098688346218427,0.07027995981319682,1.7691308266487091
multihorizon_equal,0.13328226385663866,0.02532528356568009,0.35227689768583903,0.24582180490630146,-0.4121925884374028,0.08692786767845205,1.1332822638566387
